Role,Degree,Subject,Interests,UserId,Name
Industrial,Doctorate,Data Science,"""Machine Learning"", ""Artificial Intelligence"", ""Data Science"", ""Networking""",4sbdd15kea56ge511fma8lvd,Ali Chaudhry
Faculty,Masters,Computer Science,"""Human Computer Interaction""",3f0b05fb24jycnfkghnzv525,Ali Sheikh
Student,Bachelors,Data Science,"""Human Computer Interaction"", ""Networking"", ""Artificial Intelligence""",b0nrznmlkhuou3roc7jx7szl,Sara Javed
Industrial,Doctorate,Data Science,"""Networking""",vjbj2gj5lus1zzsqq6evmhux,Sara Chaudhry
Industrial,Masters,Software Engineering,"""Data Science"", ""Networking"", ""Artificial Intelligence"", ""Machine Learning""",1t88j75g6qm3h127fb6vcrmf,Ahmed Iqbal
Industrial,Bachelors,Data Science,"""Machine Learning"", ""Software Development""",kabh9ocxr4iapjsbiy2bqum8,Sara Sheikh
Student,Doctorate,Computer Science,"""Networking""",7jqhlrcjp9vzptke68mpm4y2,Fatima Iqbal
Industrial,Masters,Data Science,"""Machine Learning""",txw9gkzyn33i1v7qqz86syi6,Fatima Hussain
Student,Doctorate,Computer Science,"""Networking"", ""Software Development"", ""Machine Learning""",oz278ybpix5usaidrjwmelfg,Sara Malik
Industrial,Doctorate,Computer Science,"""Artificial Intelligence""",inew8ty9xd85zjlf8dlj1yd6,Sara Malik
Faculty,Doctorate,Computer Science,"""Software Development"", ""Human Computer Interaction"", ""Artificial Intelligence"", ""Networking""",y1nvjeqcoduytf0d1nhssqxx,Zainab Iqbal
Faculty,Masters,Computer Science,"""Networking"", ""Software Development"", ""Human Computer Interaction""",qokl3jvrpryw3lzxtd6it69m,Ali Chaudhry
Faculty,Doctorate,Data Science,"""Human Computer Interaction"", ""Networking""",gywgny33qo36vetkhc0r2278,Ahmed Butt
Student,Doctorate,Computer Science,"""Human Computer Interaction"", ""Machine Learning""",zc4cp9b3tgca6zg0it6n230y,Omar Khan
Faculty,Doctorate,Data Science,"""Networking"", ""Data Science""",0ii2u2crs0649nlaoirodrhh,Fatima Javed
Faculty,Masters,Computer Science,"""Data Science"", ""Networking""",5e695wrbfibuckppk6dhe1ub,Hina Raza
Faculty,Masters,Data Science,"""Software Development"", ""Networking""",f0xv6z02fnimc937f8a6zb6a,Hina Sheikh
Industrial,Doctorate,Data Science,"""Artificial Intelligence"", ""Machine Learning"", ""Human Computer Interaction"", ""Software Development""",n8818wlng3rgoqwnahdf1npf,Sara Chaudhry
Industrial,Masters,Software Engineering,"""Networking"", ""Artificial Intelligence""",s8olffhrbgrz7woujdpl8kps,Ali Malik
Industrial,Doctorate,Data Science,"""Artificial Intelligence""",m9hmr2i0riopfpcqoctod4jq,Hina Sheikh
Student,Doctorate,Software Engineering,"""Software Development"", ""Machine Learning""",1ufky5z2gow73roaglkx1rj2,Usman Raza
Student,Masters,Computer Science,"""Machine Learning"", ""Data Science"", ""Human Computer Interaction"", ""Artificial Intelligence""",iouabum6ppzhmmjtt0pm4qx3,Ali Javed
Student,Doctorate,Software Engineering,"""Networking""",r1lg01zpn04mpzvdd79m9hob,Ahmed Javed
Student,Masters,Software Engineering,"""Machine Learning"", ""Human Computer Interaction""",u4mwpcfd8sq634wkoyxvwwru,Hassan Hussain
Student,Doctorate,Software Engineering,"""Machine Learning""",dhwl4tj7yl07jfo055gl917r,Hassan Iqbal
Student,Masters,Computer Science,"""Software Development"", ""Human Computer Interaction"", ""Data Science"", ""Artificial Intelligence""",fum50r8a3codpqiwqqtuduri,Usman Malik
Faculty,Masters,Computer Science,"""Software Development"", ""Networking""",et8ja1u1fsb2kckpfvz2cwfe,Fatima Khan
Industrial,Masters,Computer Science,"""Human Computer Interaction"", ""Software Development"", ""Machine Learning""",jz1xvrwjnxohqb7af0a72ixf,Zainab Iqbal
Faculty,Doctorate,Software Engineering,"""Human Computer Interaction""",ak0ueie80w6cmna5yi2sev60,Ayesha Sheikh
Student,Doctorate,Software Engineering,"""Machine Learning"", ""Human Computer Interaction"", ""Networking"", ""Artificial Intelligence""",s85p5ubi49chcon7zqdqngio,Hina Iqbal
Industrial,Masters,Data Science,"""Software Development"", ""Human Computer Interaction"", ""Data Science"", ""Artificial Intelligence""",w4zuxu2hu303ahw6m2apdpmw,Ayesha Raza
Student,Doctorate,Software Engineering,"""Software Development"", ""Artificial Intelligence""",hate0fgsdlksvekx7zeauy8l,Zainab Ahmed
Faculty,Masters,Software Engineering,"""Data Science"", ""Human Computer Interaction""",mvf6ewl9hd868p1shthzsndk,Ahmed Malik
Student,Masters,Software Engineering,"""Machine Learning""",8o1bk755jg2dq3crky8eizrg,Usman Khan
Faculty,Masters,Data Science,"""Artificial Intelligence"", ""Machine Learning""",j3ac5smgmvhr9xvt2n4l30vl,Omar Butt
Student,Doctorate,Computer Science,"""Human Computer Interaction"", ""Machine Learning""",dxrb0dhpvlyx9xyqtj6c27dw,Hassan Malik
Faculty,Masters,Computer Science,"""Machine Learning"", ""Data Science""",jvzq54qdudnwxypgv32a3lbd,Zainab Butt
Industrial,Bachelors,Data Science,"""Artificial Intelligence""",ffo3xnp0fdw0hx0p0x4yye9c,Ahmed Ahmed
Faculty,Masters,Computer Science,"""Human Computer Interaction"", ""Software Development"", ""Data Science"", ""Machine Learning""",l0872i212nps7vhu7ox9ouxf,Fatima Chaudhry
Student,Bachelors,Software Engineering,"""Networking"", ""Data Science"", ""Artificial Intelligence""",wldk1neakiahidzgkcmzck7r,Hassan Ahmed
Industrial,Doctorate,Software Engineering,"""Artificial Intelligence""",pmjzz7oo9tbz3v4n1uzw0693,Hina Raza
Student,Doctorate,Computer Science,"""Software Development""",sy83vqrn7qwi1j7t6euf0cey,Ayesha Ahmed
Industrial,Doctorate,Software Engineering,"""Machine Learning"", ""Networking""",3n09lvn82vrvc1uwgvvqs812,Fatima Ahmed
Industrial,Doctorate,Data Science,"""Data Science"", ""Software Development""",cwzec9i90y4nzst8u7c94o0x,Hassan Iqbal
Industrial,Masters,Data Science,"""Machine Learning""",lzcsft1rtco1dea2603o8ql8,Ayesha Raza
Faculty,Masters,Computer Science,"""Networking"", ""Artificial Intelligence"", ""Machine Learning""",563pwf6zpyg4uldstfndqyw9,Ahmed Malik
Faculty,Masters,Data Science,"""Artificial Intelligence"", ""Networking""",wlmb36ezlmkooxrxgc62q5tb,Hina Khan
Faculty,Masters,Computer Science,"""Data Science"", ""Software Development"", ""Artificial Intelligence""",zdmokqm21p81ghj737uau44w,Ayesha Javed
Faculty,Masters,Software Engineering,"""Human Computer Interaction"", ""Artificial Intelligence""",38c68e470n9ns7f26ppos4ww,Ali Ahmed
Industrial,Masters,Computer Science,"""Machine Learning"", ""Human Computer Interaction""",l6xbyaow8vwr26o5ce7t3ysy,Ali Javed
Student,Doctorate,Data Science,"""Machine Learning"", ""Human Computer Interaction""",w3xw94n2jld208l5w367plne,Zainab Ahmed
Student,Doctorate,Software Engineering,"""Software Development"", ""Data Science"", ""Networking""",qfwlxoybt0dqcgc8inio07aa,Hassan Sheikh
Faculty,Masters,Software Engineering,"""Machine Learning""",3rihn9623bm5m2owazt1tcen,Ayesha Hussain
Faculty,Masters,Computer Science,"""Data Science"", ""Machine Learning"", ""Human Computer Interaction""",1wkyvv12hcmp7cxtr31k3is9,Hassan Iqbal
Student,Doctorate,Software Engineering,"""Networking"", ""Software Development""",n0mix4n6yp0jujm9silr15sx,Zainab Ahmed
Faculty,Masters,Software Engineering,"""Networking""",5d7tpf97llm0vzo60muve4x5,Ayesha Iqbal
Faculty,Doctorate,Software Engineering,"""Software Development"", ""Human Computer Interaction"", ""Data Science"", ""Artificial Intelligence""",fdpjngg6u1xtjr9jwkovmsdu,Hassan Iqbal
Student,Masters,Software Engineering,"""Human Computer Interaction"", ""Data Science""",oabtdl2dv3ls0dr4jz1u8fbg,Hina Javed
Industrial,Doctorate,Software Engineering,"""Machine Learning"", ""Data Science"", ""Artificial Intelligence""",845x02bvnxmr88rzkjda9f1o,Fatima Ahmed
Student,Bachelors,Computer Science,"""Artificial Intelligence"", ""Machine Learning"", ""Networking""",vlco4d3fuzowz2vg4vuk7cch,Fatima Javed
Industrial,Masters,Data Science,"""Machine Learning"", ""Data Science""",u02nliwj7ro092c551sblw1f,Hina Raza
Industrial,Doctorate,Computer Science,"""Human Computer Interaction""",bw1p5n70o4q4l8bqqtdiii5c,Ahmed Ahmed
Industrial,Doctorate,Computer Science,"""Networking"", ""Software Development"", ""Data Science""",2jycx5q8qxcnqifab72okt4a,Zainab Chaudhry
Student,Doctorate,Software Engineering,"""Artificial Intelligence""",j6qo9z14foxci20ochamimhf,Hina Chaudhry
Student,Masters,Software Engineering,"""Machine Learning"", ""Artificial Intelligence"", ""Software Development""",6yylzyd9qj5z8hi37wbbuxw6,Usman Raza
Faculty,Doctorate,Computer Science,"""Software Development""",ijudrkmys5z3zw0pglcv90av,Usman Ahmed
Industrial,Masters,Computer Science,"""Networking""",qk8twmr6u6d2ysbzmor1vu48,Hassan Javed
Industrial,Doctorate,Software Engineering,"""Artificial Intelligence"", ""Data Science""",taf6dx479ptz4kdu2oonpedh,Hina Raza
Industrial,Doctorate,Computer Science,"""Artificial Intelligence"", ""Data Science"", ""Human Computer Interaction"", ""Software Development""",ts81lq6z6nl9n3yna6l67gwa,Ahmed Butt
Industrial,Doctorate,Software Engineering,"""Data Science"", ""Software Development""",ecc38ogovo06m8s0lwfrhe80,Usman Ahmed
Faculty,Masters,Data Science,"""Artificial Intelligence"", ""Software Development""",rvhmuwv0qs70pmibv9oiim16,Ahmed Butt
Industrial,Doctorate,Computer Science,"""Networking""",1n1tqrq193jx7iugeooxnqhq,Ayesha Hussain
Student,Doctorate,Computer Science,"""Human Computer Interaction"", ""Artificial Intelligence""",2yzq0frl4h0zsr5f66bi5oc3,Hina Butt
Faculty,Doctorate,Software Engineering,"""Artificial Intelligence""",x5xft95v35a9ss6sz3o7m0oa,Hassan Hussain
Faculty,Masters,Software Engineering,"""Software Development"", ""Human Computer Interaction"", ""Machine Learning""",z19h7t3kvyw7asab47njia4y,Hina Chaudhry
Student,Masters,Data Science,"""Software Development"", ""Networking""",ohmw5465g3rkgmu199h887g2,Fatima Javed
Student,Bachelors,Computer Science,"""Software Development""",o65a2mf1hk570xrhoy59liyu,Usman Malik
Faculty,Masters,Software Engineering,"""Software Development"", ""Artificial Intelligence"", ""Networking""",sxqmklc6epg5nw62ftafk0o9,Usman Hussain
Faculty,Masters,Software Engineering,"""Human Computer Interaction""",gpavlv4tpx0k4si5qfj4zyo2,Omar Hussain
Student,Doctorate,Software Engineering,"""Data Science"", ""Machine Learning"", ""Human Computer Interaction"", ""Software Development""",r54bxilkohfcsdh6i5mh3d79,Fatima Malik
Student,Bachelors,Data Science,"""Software Development"", ""Human Computer Interaction""",hxsw3gbup5ymho6tbeg53ggk,Sara Sheikh
Industrial,Doctorate,Data Science,"""Software Development""",qvfqu2c9co4km96dp8yon6eh,Ali Khan
Faculty,Masters,Data Science,"""Data Science""",kjsjw5nxymyyzq85zik17ykz,Fatima Sheikh
Industrial,Doctorate,Software Engineering,"""Human Computer Interaction""",cx1xm6am8hmsujtsq1n9q0l2,Fatima Butt
Student,Doctorate,Software Engineering,"""Networking"", ""Data Science"", ""Software Development""",0jpxi9oa49yqs7355epy2r5e,Ayesha Iqbal
Student,Doctorate,Data Science,"""Human Computer Interaction""",djge3e89ko86cg5ux2kmrwcv,Ali Hussain
Industrial,Doctorate,Data Science,"""Machine Learning""",bgrp35j7040fw0tmeoy6cejz,Usman Sheikh
Student,Doctorate,Data Science,"""Machine Learning"", ""Human Computer Interaction""",oam9iq5k7jto0gv9bt4j2row,Zainab Iqbal
Faculty,Masters,Software Engineering,"""Software Development""",nkezx83p4xfl0ix1pujy3o1x,Zainab Javed
Student,Doctorate,Computer Science,"""Human Computer Interaction"", ""Artificial Intelligence"", ""Data Science""",bkwdo2zuqlrpp0traq8n9dtj,Usman Sheikh
Faculty,Masters,Data Science,"""Machine Learning"", ""Human Computer Interaction""",tkznf465rkdblmerj0o4mt1h,Ali Hussain
Faculty,Doctorate,Software Engineering,"""Artificial Intelligence"", ""Software Development"", ""Machine Learning"", ""Data Science""",52vo4dfpfk0wmups776xi250,Hassan Hussain
Industrial,Doctorate,Computer Science,"""Data Science"", ""Human Computer Interaction"", ""Networking""",2c14ud9mbvrmplkm60dv8c9y,Omar Khan
Industrial,Bachelors,Computer Science,"""Data Science""",ai77ztdxi7bj56i4qv86ouyo,Usman Raza
Faculty,Masters,Software Engineering,"""Data Science""",04et1ma38ca77hvhq15o6oj3,Ahmed Chaudhry
Faculty,Doctorate,Software Engineering,"""Software Development"", ""Human Computer Interaction"", ""Artificial Intelligence"", ""Networking""",kwzharhy7xcdk24ulkph3bj3,Usman Malik
Industrial,Doctorate,Data Science,"""Data Science"", ""Human Computer Interaction""",1aoyog5xz4imls6cqgipb7il,Sara Malik
Industrial,Doctorate,Computer Science,"""Machine Learning""",hog8xwjw31f9me6e216mk9oi,Ahmed Ahmed
Faculty,Masters,Data Science,"""Machine Learning"", ""Networking""",cafr0o49o1ajcg9xsg0pj6e3,Hina Sheikh
Industrial,Doctorate,Data Science,"""Human Computer Interaction"", ""Networking"", ""Machine Learning""",2ziygy43ifbb5rx5lnn0ho36,Fatima Khan
Faculty,Masters,Data Science,"""Networking""",3j0d8qip2pz3myhfhyi5hxld,Hina Hussain
Industrial,Masters,Data Science,"""Networking"", ""Artificial Intelligence""",6mcef3jpgbwxl6kvtju3hrk6,Zainab Malik
Student,Doctorate,Computer Science,"""Human Computer Interaction""",6ipoa8tkd1ge9qd3w9wokq4p,Sara Malik
Industrial,Bachelors,Software Engineering,"""Networking""",drsnffjv1rp02x8t9jyl10vm,Sara Hussain
Faculty,Doctorate,Data Science,"""Software Development"", ""Data Science"", ""Artificial Intelligence"", ""Human Computer Interaction""",0mdzc6dlebu8cd4iwii3m4ym,Fatima Butt
Faculty,Masters,Data Science,"""Human Computer Interaction"", ""Networking""",8v1qbq10rubixrvt8gdjeugm,Fatima Chaudhry
Industrial,Doctorate,Computer Science,"""Networking""",zok0svlhjs2y2le6dik4rh35,Fatima Butt
Faculty,Doctorate,Software Engineering,"""Software Development""",mmskuwrafatmfolhvai1znzj,Ayesha Ahmed
Industrial,Doctorate,Data Science,"""Networking"", ""Software Development""",n6lnz9ph81p538kul1dt4w57,Sara Malik
Faculty,Masters,Computer Science,"""Artificial Intelligence""",kloxflh41bhfnrdug5vreqhi,Zainab Khan
Student,Doctorate,Data Science,"""Machine Learning"", ""Artificial Intelligence""",iigh5kiqsbtekhybo83lqvo4,Sara Ahmed
Faculty,Doctorate,Data Science,"""Machine Learning"", ""Artificial Intelligence"", ""Software Development""",dduhhvtbwatkpixwce2e6vvt,Hassan Iqbal
Faculty,Masters,Data Science,"""Networking"", ""Data Science"", ""Artificial Intelligence"", ""Machine Learning""",iet43myqfew8ck36vz8ql4ah,Omar Ahmed
Faculty,Masters,Software Engineering,"""Software Development"", ""Artificial Intelligence"", ""Machine Learning"", ""Networking""",1erlsvzit3m6uqgqtlaxsnh3,Ali Chaudhry
Faculty,Masters,Software Engineering,"""Human Computer Interaction""",b0svpoprfrrdshklktk7gii3,Ahmed Ahmed
Industrial,Bachelors,Data Science,"""Data Science""",lcbyywzi5krmuvwhcx5vtrv1,Usman Ahmed
Student,Masters,Software Engineering,"""Networking"", ""Human Computer Interaction""",ubkgy283utz7nzndo1xmlnw8,Ali Khan
Faculty,Masters,Data Science,"""Networking"", ""Human Computer Interaction""",gliwm62abpcq5nj2a76youga,Zainab Chaudhry
Faculty,Masters,Data Science,"""Data Science"", ""Software Development"", ""Networking"", ""Machine Learning""",k9tehznid04bivne4wqovhg8,Ali Ahmed
Faculty,Masters,Computer Science,"""Human Computer Interaction"", ""Machine Learning""",wz9omapguq3vj8oqcakaj9gd,Ali Hussain
Industrial,Doctorate,Software Engineering,"""Data Science""",bx68owfhnkhyc79b4gz08n9r,Ahmed Ahmed
Industrial,Doctorate,Software Engineering,"""Data Science""",x6d42ysc2jko5s4zmaqo7wop,Ali Iqbal
Faculty,Doctorate,Software Engineering,"""Networking""",j0qe6rsg295e4ugx55j44gn0,Ahmed Butt
Faculty,Masters,Computer Science,"""Networking"", ""Artificial Intelligence"", ""Machine Learning""",16p5us6ckwp8i6z9b1exjp6d,Omar Hussain
Student,Masters,Software Engineering,"""Machine Learning"", ""Human Computer Interaction"", ""Software Development"", ""Networking""",b6jop7cenczykr3d54164jpy,Hassan Butt
Industrial,Bachelors,Computer Science,"""Artificial Intelligence"", ""Data Science"", ""Software Development"", ""Machine Learning""",109cyvthog0gzyqm4osgeora,Ali Khan
Faculty,Masters,Data Science,"""Data Science""",oxus0u4b78lvme5o87ymgr5h,Ayesha Malik
Industrial,Doctorate,Software Engineering,"""Human Computer Interaction"", ""Software Development""",t88wo9w7eyjoh0epj9ew0s20,Fatima Raza
Faculty,Doctorate,Data Science,"""Data Science"", ""Artificial Intelligence"", ""Human Computer Interaction""",o8ilnojzpn0hlvwed9ia1n36,Ahmed Hussain
Industrial,Doctorate,Computer Science,"""Software Development"", ""Machine Learning"", ""Networking""",modp29o4hxwl571fs31sxl70,Hassan Khan
Faculty,Masters,Data Science,"""Artificial Intelligence""",wfqkd75ghrcy2i0htlwyl2l0,Sara Javed
Student,Doctorate,Data Science,"""Software Development"", ""Human Computer Interaction""",7667e7v40wulxz0dvc8iityi,Usman Butt
Student,Masters,Software Engineering,"""Networking"", ""Machine Learning"", ""Human Computer Interaction""",eifp7n7w2kavwwsyq7mt46sz,Ali Javed
Student,Masters,Computer Science,"""Artificial Intelligence""",eyh3nja93d4vwv3ah88uh7gt,Zainab Hussain
Faculty,Masters,Software Engineering,"""Machine Learning"", ""Networking"", ""Artificial Intelligence"", ""Software Development""",ms1pkxv0x7jmibutp8kw07vd,Usman Malik
Industrial,Doctorate,Software Engineering,"""Networking"", ""Human Computer Interaction"", ""Data Science"", ""Machine Learning""",dnubttl2t4wo4y7auklr1aqr,Zainab Ahmed
Student,Bachelors,Computer Science,"""Artificial Intelligence"", ""Data Science"", ""Networking""",nouomwpjw3wv4nyj2401huek,Sara Sheikh
Student,Doctorate,Software Engineering,"""Software Development""",52qxta23qd4e3dtbvq5gtm3w,Zainab Sheikh
Faculty,Doctorate,Data Science,"""Networking""",e9ei32tb086jd9ezjrl7lj4h,Hassan Malik
Industrial,Doctorate,Computer Science,"""Data Science""",ebngjaaztwzj5rmk8rs838jn,Omar Chaudhry
Industrial,Doctorate,Software Engineering,"""Software Development"", ""Machine Learning"", ""Data Science""",sdj7g539j4ndowru93qyq60w,Zainab Malik
Industrial,Bachelors,Software Engineering,"""Machine Learning"", ""Data Science""",p0q0keduabng5nqcuop2cn3l,Usman Iqbal
Industrial,Masters,Software Engineering,"""Artificial Intelligence""",vb5d6a2zcyv886ur99soobjm,Omar Sheikh
Student,Bachelors,Software Engineering,"""Networking"", ""Human Computer Interaction""",yf2loypr6ybzp7gbncdtmdp6,Sara Sheikh
Student,Doctorate,Data Science,"""Human Computer Interaction""",o8ey2qduviwuabc8a66npeg9,Fatima Butt
Industrial,Doctorate,Data Science,"""Machine Learning"", ""Software Development""",feqs05w2ifflrdtcglmc6bjz,Omar Javed
Faculty,Doctorate,Data Science,"""Software Development"", ""Artificial Intelligence""",ttw5xtdsuv4ec2iig2u5utju,Hassan Ahmed
Industrial,Masters,Data Science,"""Artificial Intelligence""",y7sug4mpfecwkfa3xbdvboj4,Ali Khan
Student,Masters,Software Engineering,"""Machine Learning"", ""Artificial Intelligence""",zus0sm4zc0xg88hozyx4377f,Hassan Ahmed
Industrial,Doctorate,Computer Science,"""Human Computer Interaction"", ""Software Development""",z8k2fc0sm641eoh0ksmu4f2o,Usman Butt
Faculty,Masters,Software Engineering,"""Machine Learning""",tdffpdb60f587itcfkuqud8o,Zainab Hussain
Industrial,Doctorate,Data Science,"""Human Computer Interaction"", ""Software Development"", ""Machine Learning"", ""Artificial Intelligence""",agtq2hwac5fubk323hhsenld,Hassan Hussain
